대학명,지역,전형구분,군,학과명,모집인원,국어비율,수학비율,영어비율,탐구비율,한국사비율,과목별반영비율,비고
전주대학교,전북,정시,다군,영화방송학과,3,30%,30%,30%,,30%,국어:30% | 수학:30% | 영어:30% | 한국사:30%,
전주대학교,전북,정시,다군,융합 예술심리치료학과,3,30%,30%,30%,,30%,국어:30% | 수학:30% | 영어:30% | 한국사:30%,
전주대학교,전북,정시,다군,시각디자인학과,3,30%,30%,30%,,30%,국어:30% | 수학:30% | 영어:30% | 한국사:30%,
전주대학교,전북,정시,다군,축구학과,2,30%,30%,30%,,30%,국어:30% | 수학:30% | 영어:30% | 한국사:30%,
전주대학교,전북,정시,다군,관광경영학과,2,30%,30%,30%,,30%,국어:30% | 수학:30% | 영어:30% | 한국사:30%,
전주대학교,전북,정시,다군,외식산업조리학과,2,30%,30%,30%,,30%,국어:30% | 수학:30% | 영어:30% | 한국사:30%,
전주대학교,전북,정시,다군,관광 자연 패션산업학과,3,30%,30%,30%,,30%,국어:30% | 수학:30% | 영어:30% | 한국사:30%,
전주대학교,전북,정시,다군,대학 과학 한식조리학과,2,30%,30%,30%,,30%,국어:30% | 수학:30% | 영어:30% | 한국사:30%,
전주대학교,전북,정시,다군,호텔경영학과,2,30%,30%,30%,,30%,국어:30% | 수학:30% | 영어:30% | 한국사:30%,
전주대학교,전북,정시,다군,가정교육과,1,30%,30%,30%,,30%,국어:30% | 수학:30% | 영어:30% | 한국사:30%,
전주대학교,전북,정시,다군,과학교육과,1,30%,30%,30%,,30%,국어:30% | 수학:30% | 영어:30% | 한국사:30%,
전주대학교,전북,정시,다군,국어교육과,1,30%,30%,30%,,30%,국어:30% | 수학:30% | 영어:30% | 한국사:30%,
전주대학교,전북,정시,다군,대학 수학교육과,1,30%,30%,30%,,30%,국어:30% | 수학:30% | 영어:30% | 한국사:30%,
전주대학교,전북,정시,다군,영어교육과,1,30%,30%,30%,,30%,국어:30% | 수학:30% | 영어:30% | 한국사:30%,
전주대학교,전북,정시,다군,중등특수교육과,1,30%,30%,30%,,30%,국어:30% | 수학:30% | 영어:30% | 한국사:30%,
전주대학교,전북,정시,다군,한문교육과,1,30%,30%,30%,,30%,국어:30% | 수학:30% | 영어:30% | 한국사:30%,
전주대학교,전북,정시,다군,창업경영금융학과,13,30%,30%,30%,,30%,국어:30% | 수학:30% | 영어:30% | 한국사:30%,
전주대학교,전북,정시,다군,로컬벤처학부,5,30%,30%,30%,,30%,국어:30% | 수학:30% | 영어:30% | 한국사:30%,
중원대학교,충북,정시,가군,중 과,5,30%,30%,,,,국어:30% | 수학:30%,
중원대학교,충북,정시,가군,인문 자율전공학부,11,30%,30%,,,,국어:30% | 수학:30%,
중원대학교,충북,정시,가군,학생부교과,402,30%,30%,,,,국어:30% | 수학:30%,
중원대학교,충북,정시,가군,학생부교과,78,30%,30%,,,,국어:30% | 수학:30%,
중원대학교,충북,정시,가군,학생부교과,36,30%,30%,,,,국어:30% | 수학:30%,
중원대학교,충북,정시,가군,학생부교과,4,30%,30%,,,,국어:30% | 수학:30%,
중원대학교,충북,정시,가군,학생부교과,3,30%,30%,,,,국어:30% | 수학:30%,
중원대학교,충북,정시,가군,학생부교과,37,30%,30%,,,,국어:30% | 수학:30%,
중원대학교,충북,정시,가군,학생부,60,30%,30%,,,,국어:30% | 수학:30%,
중원대학교,충북,정시,가군,수시모집 전형별 세부,20,30%,30%,,,,국어:30% | 수학:30%,
중원대학교,충북,정시,가군,수시모집 전형별 세부,126,30%,30%,,,,국어:30% | 수학:30%,
중원대학교,충북,정시,가군,문화체육관광부,30,30%,30%,,,,국어:30% | 수학:30%,
중원대학교,충북,정시,가군,산업학과,10,30%,30%,,,,국어:30% | 수학:30%,
중원대학교,충북,정시,가군,레저학부,32,30%,30%,,,,국어:30% | 수학:30%,
중원대학교,충북,정시,가군,과학과,29,30%,30%,,,,국어:30% | 수학:30%,
중원대학교,충북,정시,가군,과학과,8,30%,30%,,,,국어:30% | 수학:30%,
중원대학교,충북,정시,가군,스포츠지도학과,17,30%,30%,,,,국어:30% | 수학:30%,
중원대학교,충북,정시,가군,학생부교과,32,30%,30%,,,,국어:30% | 수학:30%,
중원대학교,충북,정시,가군,학생부교과,12,30%,30%,,,,국어:30% | 수학:30%,
중원대학교,충북,정시,가군,학생부교과,4,30%,30%,,,,국어:30% | 수학:30%,
중원대학교,충북,정시,가군,정시모집 전형별 세부,11,30%,30%,,,,국어:30% | 수학:30%,
중원대학교,충북,정시,가군,학생부교과,2,30%,30%,,,,국어:30% | 수학:30%,
청주대학교,충북,정시,,자유전공학부,52,,35%,40%,25%,,수학:35% | 영어:40% | 탐구:25%,
평택대학교,경기,정시,가군,학생부,0,,100%,,,,수학:100%,
평택대학교,경기,정시,다군,학생부교과 학생부,0,,100%,,,,수학:100%,
한국공학대학교,경기,정시,다군,공학계열 경영학부,2,25%,,,,,국어:25%,
한국공학대학교,경기,정시,가군,성취도만 표기된 과,2,25%,35%,20%,,,국어:25% | 수학:35% | 영어:20%,
한국공학대학교,경기,정시,가군,구술면접 전공,3,25%,35%,20%,,,국어:25% | 수학:35% | 영어:20%,
한국교원대학교,충북,정시,가군,중국어교육과,7,,10%,,,,수학:10%,
한국교원대학교,충북,정시,가군,체육교육과,5,,10%,,,,수학:10%,
한국교원대학교,충북,정시,가군,학년도 신입생 미충원 인원 이월에 따라 교육학과,1,,10%,,,,수학:10%,
한국교원대학교,충북,정시,가군,반드시 조성과,3,,10%,,,,수학:10%,
한국교원대학교,충북,정시,가군,미술교육과,3,,10%,,,,수학:10%,
한국교원대학교,충북,정시,가군,정확한 관찰과,5,,10%,,,,수학:10%,
한국교원대학교,충북,정시,가군,각 등급에 대한 비율은 다음과,3,,10%,,,,수학:10%,
한국기술교육대학교,충남,정시,,인재를 선발하는 학생부교과,118,,100%,,,,수학:100%,
한국기술교육대학교,충남,정시,,학생부,12,,100%,,,,수학:100%,
한국기술교육대학교,충남,정시,,학생부 학생부,192,,100%,,,,수학:100%,
한국기술교육대학교,충남,정시,,전 교육과,149,,100%,,,,수학:100%,
한국기술교육대학교,충남,정시,,학년도 정시모집 동점자 초과,1,,100%,,,,수학:100%,
한국기술교육대학교,충남,정시,,신입생 미충원 인원 이월 및 초과,786,,100%,,,,수학:100%,
한국기술교육대학교,충남,정시,,학생부,12,,100%,,,,수학:100%,
한국기술교육대학교,충남,정시,,학생부,192,,100%,,,,수학:100%,
한국기술교육대학교,충남,정시,,학생부,85,,100%,,,,수학:100%,
한국기술교육대학교,충남,정시,,군 공학융합계열,50,,100%,,,,수학:100%,
한국기술교육대학교,충남,정시,,ICT융합계열,24,,100%,,,,수학:100%,
한국기술교육대학교,충남,정시,,일반전형 사회융합계열,25,,100%,,,,수학:100%,
한국기술교육대학교,충남,정시,,자율전공,38,,100%,,,,수학:100%,
한국기술교육대학교,충남,정시,,자율전공,6,,100%,,,,수학:100%,
한국기술교육대학교,충남,정시,,SW학석사통합 ICT융합계열,6,,100%,,,,수학:100%,
한국기술교육대학교,충남,정시,,전 교육과,935,,100%,,,,수학:100%,
한국기술교육대학교,충남,정시,,ICT융합계열,1,,100%,,,,수학:100%,
한국기술교육대학교,충남,정시,,의해 등급을 부,149,100%,100%,100%,25%,,국어:100% | 수학:100% | 영어:100% | 탐구:25%,
한국외국어대학교,서울,정시,다군,자유전공학부,552,,100%,,,,수학:100%,
한국해양대학교,부산,정시,다군,학 인문사회자율전공학부,1,,20%,,,,수학:20%,
한국해양대학교,부산,정시,다군,학년도 모집결과,2,,20%,,,,수학:20%,
한국해양대학교,부산,정시,다군,학생부교과,85,,20%,,,,수학:20%,
한국해양대학교,부산,정시,다군,학생부교과,776,,20%,,,,수학:20%,
한국해양대학교,부산,정시,다군,학생부교과,116,,20%,,,,수학:20%,
한국해양대학교,부산,정시,다군,학생부,98,,20%,,,,수학:20%,
한국해양대학교,부산,정시,다군,학생부,38,,20%,,,,수학:20%,
한국해양대학교,부산,정시,다군,해양인문사회과,2,,20%,,,,수학:20%,
한국해양대학교,부산,정시,다군,학생부교과,41,,20%,,,,수학:20%,
한국해양대학교,부산,정시,다군,학생부교과,11,,20%,,,,수학:20%,
한국해양대학교,부산,정시,다군,학생부교과,24,,20%,,,,수학:20%,
한국해양대학교,부산,정시,다군,학생부,4,,20%,,,,수학:20%,
한국해양대학교,부산,정시,다군,학생부,5,,20%,,,,수학:20%,
한국해양대학교,부산,정시,다군,학생부,271,,20%,,,,수학:20%,
한국해양대학교,부산,정시,다군,학교폭력 조치사항을 확인하기 위하여 학교생활기록부,0,,20%,,,,수학:20%,
한국해양대학교,부산,정시,다군,일반전형과,0,,20%,,,,수학:20%,
한국해양대학교,부산,정시,다군,일반전형과,0,,20%,,,,수학:20%,
한국해양대학교,부산,정시,다군,학생부,0,,20%,,,,수학:20%,
한국해양대학교,부산,정시,다군,재외국민 수시 인문사회계열,27,,20%,,,,수학:20%,
한림대학교,강원,정시,나군,학생부,84,,,,25%,,탐구:25%,
한림대학교,강원,정시,가군,학생부교과,5,,40%,,25%,,수학:40% | 탐구:25%,
한림대학교,강원,정시,가군,지역의사전형 세부 진료권별 세부,28,,40%,,25%,,수학:40% | 탐구:25%,
한림대학교,강원,정시,가군,학교생활기록부,4,,40%,,25%,,수학:40% | 탐구:25%,
한림대학교,강원,정시,나군,수시 미충원 인원은 정시모집의 체육학과,9,,40%,,25%,,수학:40% | 탐구:25%,
한림대학교,강원,정시,나군,학생부,2,,40%,,25%,,수학:40% | 탐구:25%,
한림대학교,강원,정시,나군,학생부,2,,40%,,25%,,수학:40% | 탐구:25%,
한림대학교,강원,정시,나군,공동체 의식 등 글로벌학부,5,,40%,,25%,,수학:40% | 탐구:25%,
한림대학교,강원,정시,나군,적성 학생부,2,,40%,,25%,,수학:40% | 탐구:25%,
한림대학교,강원,정시,나군,나눔과,2,,40%,,25%,,수학:40% | 탐구:25%,
한림대학교,강원,정시,나군,상황면접 가치관과,2,,40%,,25%,,수학:40% | 탐구:25%,
한밭대학교,대전,정시,나군,공학계열,3,20%,35%,25%,,,국어:20% | 수학:35% | 영어:25%,
한밭대학교,대전,정시,나군,공공행정학과,00,40%,30%,30%,10%,,국어:40% | 수학:30% | 영어:30% | 탐구:10%,
한서대학교,충남,정시,나군,학교생활기록부,18,,100%,,,,수학:100%,
한세대학교,경기,정시,,국어 수학 사회 과,152,,,,,5%,한국사:5%,
한세대학교,경기,정시,,영어전공,11,,,,,5%,한국사:5%,
